date,market,value
2021-05-20,0.00003371,-0.00041390
2021-05-21,-0.00670909,-0.00168251
2021-05-24,0.00699620,0.00427380
2021-05-25,0.00166615,0.00446549
2021-05-26,0.01660936,-0.00103630
2021-05-27,-0.00242546,0.00007483
2021-05-28,-0.00180071,-0.00148929
2021-05-31,0.00833723,-0.00549721
2021-06-01,0.00735729,-0.00121442
2021-06-02,0.01118557,-0.00463310
2021-06-03,0.01916675,-0.00080409
2021-06-04,-0.01128714,0.00047686
2021-06-07,0.00553581,-0.00544930
2021-06-08,-0.00168356,-0.00340279
2021-06-09,-0.01283637,0.00266585
2021-06-10,0.00942087,-0.00324258
2021-06-11,0.00004514,-0.00387022
2021-06-14,0.00620241,-0.00210958
2021-06-15,0.00409201,0.00443108
2021-06-16,-0.00153657,0.00022279
2021-06-17,-0.00570496,-0.00075335
2021-06-18,-0.00680215,0.00179032
2021-06-21,0.00098729,0.00679790
2021-06-22,0.01709542,-0.00232955
2021-06-23,0.00529836,-0.00387274
2021-06-24,-0.00697927,0.00238184
2021-06-25,-0.00221450,0.00187185
2021-06-28,-0.00528007,0.00021254
2021-06-29,-0.00848102,0.00277018
2021-06-30,0.00602614,0.00114797
2021-07-01,-0.00438851,-0.00082960
2021-07-02,0.00047661,0.00615040
2021-07-05,0.00428528,0.00088410
2021-07-06,-0.00220603,0.00192259
2021-07-07,0.00081110,-0.00059754
2021-07-08,0.00601279,0.00075765
2021-07-09,0.02488745,-0.00273377
2021-07-12,0.00004743,-0.00235988
2021-07-13,-0.01243154,0.00329171
2021-07-14,0.00331453,-0.00092369
2021-07-15,-0.00887117,0.00272572
2021-07-16,0.00045966,0.00126723
2021-07-19,0.01849991,-0.00202375
2021-07-20,-0.00373399,0.00137030
2021-07-21,0.00331620,0.00608205
2021-07-22,-0.00537414,-0.00296963
2021-07-23,0.00629494,0.00090441
2021-07-26,-0.00467356,-0.00412201
2021-07-27,0.00916127,-0.00239917
2021-07-28,-0.01481100,-0.00563629
2021-07-29,-0.01383640,-0.00265710
2021-07-30,-0.00245102,-0.00387692
2021-08-02,-0.00000492,-0.00773150
2021-08-03,-0.00168592,0.00417178
2021-08-04,0.00981271,-0.00178820
2021-08-05,-0.01559380,0.00299659
2021-08-06,0.00184952,0.00573604
2021-08-09,0.01411011,-0.00072823
2021-08-10,0.01135447,0.00331851
2021-08-11,0.00537731,0.01096361
2021-08-12,-0.00398650,0.00456169
2021-08-13,0.00210099,-0.00040091
2021-08-16,0.00767535,0.00068231
2021-08-17,0.00150284,-0.00330187
2021-08-18,-0.00394080,-0.00344077
2021-08-19,0.00847532,0.00052099
2021-08-20,0.00853587,0.00153049
2021-08-23,-0.00322148,0.00151027
2021-08-24,-0.00058370,-0.00261228
2021-08-25,-0.00009183,-0.00951584
2021-08-26,-0.01084508,-0.00027367
2021-08-27,-0.00841279,0.00472898
2021-08-30,-0.00202935,0.00524520
2021-08-31,0.00569880,0.00166844
2021-09-01,-0.00279012,-0.00340991
2021-09-02,0.01396351,0.00255463
2021-09-03,-0.01562615,-0.00126758
2021-09-06,0.00152667,-0.00258866
2021-09-07,0.00637418,-0.00275062
2021-09-08,-0.00824866,-0.00381778
2021-09-09,0.00022030,0.01045390
2021-09-10,0.00612442,-0.00255494
2021-09-13,0.00616863,0.00089434
2021-09-14,0.00272616,-0.00422776
2021-09-15,0.00117349,0.00559899
2021-09-16,-0.01291464,0.00171150
2021-09-17,-0.00053205,-0.00103060
2021-09-20,-0.01721837,0.00128937
2021-09-21,0.00210372,0.00086708
2021-09-22,0.00625081,-0.00568439
2021-09-23,0.00304984,-0.00221514
2021-09-24,0.00299882,0.00071170
2021-09-27,0.01365629,0.00126983
2021-09-28,-0.00643848,0.00350472
2021-09-29,-0.00815038,0.00093168
2021-09-30,-0.01343437,0.00434430
2021-10-01,0.01550006,-0.00383189
2021-10-04,0.01455233,0.00633059
2021-10-05,0.00751828,0.00905893
2021-10-06,0.01665884,-0.00031617
2021-10-07,0.00948270,-0.00128583
2021-10-08,0.01230043,0.00295165
2021-10-11,0.00045086,0.00083457
2021-10-12,0.01224362,-0.00735335
2021-10-13,0.00626775,-0.00211861
2021-10-14,-0.00687165,0.00000646
2021-10-15,0.01265116,0.00265242
2021-10-18,-0.00450276,-0.00148558
2021-10-19,-0.00130253,0.00131654
2021-10-20,0.00462081,0.00735461
2021-10-21,-0.00287830,0.00385809
2021-10-22,0.01510450,0.00148822
2021-10-25,-0.00496834,-0.00729120
2021-10-26,0.00745835,-0.00001168
2021-10-27,0.01881670,-0.00057709
2021-10-28,-0.00749355,0.00027448
2021-10-29,-0.01208440,-0.00959974
2021-11-01,-0.03300825,-0.00515838
2021-11-02,-0.00303107,0.00074706
2021-11-03,-0.01295912,-0.00353532
2021-11-04,0.01128143,-0.01039990
2021-11-05,-0.00521761,0.00553258
2021-11-08,-0.00387231,0.00324345
2021-11-09,0.01232784,0.00025826
2021-11-10,-0.01895616,0.00368171
2021-11-11,0.01855001,-0.00132687
2021-11-12,-0.00927572,-0.00543470
2021-11-15,-0.00403229,0.00663632
2021-11-16,0.00643999,0.00255575
2021-11-17,-0.00191372,-0.00908514
2021-11-18,0.00310913,-0.00289700
2021-11-19,0.00403271,0.00229364
2021-11-22,0.01237697,-0.00522082
2021-11-23,-0.01000607,-0.00186269
2021-11-24,-0.00709489,-0.00161025
2021-11-25,0.00595624,0.00333843
2021-11-26,-0.01087001,0.00001966
2021-11-29,-0.01161159,0.00323455
2021-11-30,0.00671943,0.00574265
2021-12-01,0.00955146,-0.00179530
2021-12-02,0.00377417,-0.00593372
2021-12-03,-0.00338320,-0.00606972
2021-12-06,-0.01140693,0.00528873
2021-12-07,0.01574237,-0.00352394
2021-12-08,-0.00027547,-0.00189616
2021-12-09,0.00327906,-0.00062136
2021-12-10,-0.00615307,-0.00856054
2021-12-13,0.01664355,-0.00386123
2021-12-14,-0.00754489,-0.00648586
2021-12-15,-0.00207371,-0.00738900
2021-12-16,0.01249559,0.00150179
2021-12-17,0.02132681,-0.00106486
2021-12-20,0.00562120,0.00130797
2021-12-21,0.00427803,-0.00147920
2021-12-22,-0.00698665,0.00237216
2021-12-23,0.00583153,-0.00183238
2021-12-24,0.00041516,-0.00728572
2021-12-27,0.01490323,-0.00378407
2021-12-28,0.00818983,0.00328389
2021-12-29,-0.00534900,0.00573053
2021-12-30,-0.00725563,-0.00432809
2021-12-31,-0.01800289,-0.00007815
2022-01-03,-0.00298727,0.00027312
2022-01-04,-0.02203543,0.00232039
2022-01-05,0.01322049,0.00078783
2022-01-06,0.00390557,0.00416744
2022-01-07,-0.00607728,0.00328274
2022-01-10,0.01849965,0.00402318
2022-01-11,0.01423203,-0.01071041
2022-01-12,0.01213267,0.00053735
2022-01-13,0.01096935,0.00493468
2022-01-14,-0.00403133,0.00345690
2022-01-17,-0.01705985,0.00403441
2022-01-18,-0.00781067,-0.00603476
2022-01-19,0.02146282,0.00378203
2022-01-20,0.00542553,-0.00330715
2022-01-21,-0.01546922,0.00219542
2022-01-24,0.00718343,0.00249015
2022-01-25,-0.00328768,-0.00642969
2022-01-26,-0.01321570,0.00358920
2022-01-27,-0.00057860,-0.00121684
2022-01-28,0.00863100,-0.00438166
2022-01-31,-0.00044970,-0.00090171
2022-02-01,-0.00856679,0.00264146
2022-02-02,0.00718417,0.00324477
2022-02-03,-0.01310647,-0.00642654
2022-02-04,0.01028623,-0.00590102
2022-02-07,-0.01595316,-0.00216668
2022-02-08,-0.00248327,0.00169112
2022-02-09,-0.00882245,-0.00082099
2022-02-10,-0.00458641,0.00227838
2022-02-11,-0.02395628,-0.00828416
2022-02-14,-0.01709576,0.00651716
2022-02-15,-0.00630573,-0.00203209
2022-02-16,-0.01307408,-0.00062772
2022-02-17,0.00970153,-0.00041717
2022-02-18,0.00640644,0.00001796
2022-02-21,0.01748685,-0.00585949
2022-02-22,0.00598270,0.00082051
2022-02-23,0.00817982,-0.00653126
2022-02-24,0.00134687,-0.00046095
2022-02-25,0.00924358,-0.00033096
2022-02-28,-0.00732590,-0.00026456
2022-03-01,-0.00780320,-0.00260281
2022-03-02,-0.00484052,-0.00043993
2022-03-03,0.00214545,0.00629416
2022-03-04,-0.01997856,-0.00076654
2022-03-07,0.00067147,0.01007122
2022-03-08,0.01319849,0.01004699
2022-03-09,-0.00639141,-0.00029985
2022-03-10,-0.01356598,-0.00344444
2022-03-11,-0.00660359,-0.00418329
2022-03-14,-0.00492997,0.00346803
2022-03-15,0.02089092,-0.00568330
2022-03-16,0.00544693,0.00453072
2022-03-17,0.00277858,0.00360301
2022-03-18,0.00663327,0.00018155
2022-03-21,0.02033686,-0.00501131
2022-03-22,-0.00954416,-0.00006517
2022-03-23,-0.00306355,0.00285449
2022-03-24,0.01358914,-0.00732920
2022-03-25,0.01432853,0.00012051
2022-03-28,0.00413900,0.00822001
2022-03-29,-0.00111517,-0.00021373
2022-03-30,-0.00106632,-0.00448143
2022-03-31,0.00337770,-0.00193336
2022-04-01,0.00799567,-0.00114284
2022-04-04,0.00478164,0.01012958
2022-04-05,0.00626634,0.00027713
2022-04-06,0.01151374,0.00157812
2022-04-07,0.00237568,-0.00108049
2022-04-08,0.00442064,-0.00450227
2022-04-11,0.00469003,0.00090776
2022-04-12,0.00340489,-0.00336489
2022-04-13,0.00411837,-0.00426365
2022-04-14,0.00059290,-0.00206263
2022-04-15,0.00164096,-0.00852388
2022-04-18,0.00509670,0.00222474
2022-04-19,0.00228173,0.00120210
2022-04-20,0.00099569,0.00623940
2022-04-21,-0.00006764,-0.00367698
2022-04-22,0.00856994,-0.00343916
2022-04-25,-0.00294961,0.00246792
2022-04-26,-0.00375263,0.01006697
2022-04-27,-0.00331432,-0.00027839
2022-04-28,-0.01061043,-0.00616849
2022-04-29,-0.01474830,0.00239270
2022-05-02,0.02135731,0.00801417
2022-05-03,-0.00211254,0.00473508
2022-05-04,0.01178074,-0.00694826
2022-05-05,0.00130508,-0.00481546
2022-05-06,0.00618545,-0.00017390
2022-05-09,0.00225619,0.00177225
2022-05-10,0.00128525,-0.00204675
2022-05-11,0.01450036,0.00135705
2022-05-12,0.02384905,-0.00280575
2022-05-13,-0.00693200,0.00358253
2022-05-16,-0.01211883,0.00229417
2022-05-17,0.00266649,0.00443154
2022-05-18,-0.00097901,-0.00000736
2022-05-19,0.00177677,0.00463533
2022-05-20,-0.00724855,-0.01144423
2022-05-23,-0.00386631,-0.00646339
2022-05-24,0.01227727,0.00030363
2022-05-25,-0.01178615,0.00195560
2022-05-26,0.00429757,-0.00480665
2022-05-27,0.00086981,0.00342977
2022-05-30,0.00919251,-0.00143789
2022-05-31,0.00683327,-0.00331933
2022-06-01,-0.00287641,0.00299938
2022-06-02,-0.01277567,0.00111532
2022-06-03,0.00739476,0.00620144
2022-06-06,0.00177074,0.00787035
2022-06-07,0.00780246,0.00275864
2022-06-08,-0.01868169,0.00471098
2022-06-09,0.00684265,0.00712206
2022-06-10,-0.00229748,0.00483430
2022-06-13,-0.00086812,-0.00723874
2022-06-14,-0.00414193,0.00134389
2022-06-15,-0.00134064,0.00297639
2022-06-16,0.00973385,-0.00079363
2022-06-17,0.00860117,-0.00126792
2022-06-20,0.01793933,-0.00159922
2022-06-21,0.00773048,0.00114460
2022-06-22,-0.00086272,-0.00296178
2022-06-23,0.00121418,-0.00193224
2022-06-24,-0.01784032,-0.00274231
2022-06-27,-0.00325013,-0.00428821
2022-06-28,-0.00290858,0.00267912
2022-06-29,0.02566798,0.00195450
2022-06-30,-0.00987888,0.00225660
2022-07-01,-0.01429361,-0.00474794
2022-07-04,0.00859649,0.00078329
2022-07-05,0.00124375,0.00740001
2022-07-06,-0.01139989,0.00765831
2022-07-07,-0.00220804,0.00031963
2022-07-08,0.01823651,-0.00610175
2022-07-11,0.01399838,-0.00369906
2022-07-12,-0.01404990,0.00399031
2022-07-13,0.00005331,0.00364199
2022-07-14,-0.01402097,0.00609892
2022-07-15,0.00639624,-0.00083101
2022-07-18,0.00033678,-0.00007591
2022-07-19,-0.00178487,-0.00286939
2022-07-20,0.02349403,-0.00644882
2022-07-21,0.00596692,-0.00441136
2022-07-22,0.00612870,0.00489855
2022-07-25,0.02126300,-0.00715336
2022-07-26,0.01071416,-0.00145291
2022-07-27,0.00113348,-0.00337717
2022-07-28,0.00344580,0.00003526
2022-07-29,-0.00850747,-0.00981568
2022-08-01,-0.00416773,0.00103006
2022-08-02,0.00633524,0.00305306
2022-08-03,-0.00067411,0.00515738
2022-08-04,-0.00641613,-0.00835316
2022-08-05,-0.01366292,0.00144206
2022-08-08,0.01484261,-0.00909573
2022-08-09,0.01257464,-0.00127862
2022-08-10,-0.00129468,0.00755242
2022-08-11,0.00154578,-0.00439628
2022-08-12,0.00109090,0.00407108
2022-08-15,0.01565860,-0.00374618
2022-08-16,-0.00642339,0.00355616
2022-08-17,-0.01452040,-0.00230391
2022-08-18,-0.00441678,0.00614667
2022-08-19,-0.00635189,0.00007036
2022-08-22,-0.01965086,0.00325686
2022-08-23,0.00471745,0.00446629
2022-08-24,0.01059791,0.00139227
2022-08-25,0.00371646,0.00315741
2022-08-26,-0.00441316,0.00074926
2022-08-29,0.01320613,0.00377603
2022-08-30,-0.00808479,0.00634342
2022-08-31,-0.01468983,-0.01056738
2022-09-01,0.00964732,0.00182961
2022-09-02,0.01820936,0.00342207
2022-09-05,0.00495221,-0.00625870
2022-09-06,0.01820489,0.00011878
2022-09-07,0.00191984,0.00129882
2022-09-08,-0.00600991,0.00257714
2022-09-09,-0.00280598,0.00757679
2022-09-12,0.00227917,-0.00055798
2022-09-13,-0.01256279,-0.00453820
2022-09-14,-0.01346779,-0.00097122
2022-09-15,0.00614046,0.00490996
2022-09-16,-0.00858283,0.00738860
2022-09-19,-0.00678606,-0.00996877
2022-09-20,-0.00232124,-0.00103351
2022-09-21,-0.01631829,-0.00192474
2022-09-22,0.00713981,0.00434716
2022-09-23,0.01441975,-0.00279024
2022-09-26,-0.00923222,-0.00261837
2022-09-27,0.00209466,0.00361135
2022-09-28,0.00544093,0.00144117
2022-09-29,0.00328062,0.00213104
2022-09-30,0.00218842,-0.00321718
2022-10-03,0.00257515,0.00039349
2022-10-04,0.00168837,0.00648450
2022-10-05,-0.00872850,0.00751197
2022-10-06,0.00153151,0.00464744
2022-10-07,0.01034373,0.00166825
2022-10-10,0.00742768,-0.00739123
2022-10-11,-0.01321369,0.00440372
2022-10-12,0.00244734,-0.00853052
2022-10-13,-0.01079332,0.00617830
2022-10-14,0.00262216,0.00084805
2022-10-17,0.00051924,-0.00439410
2022-10-18,0.00026718,0.00178658
2022-10-19,0.01385201,0.00976229
2022-10-20,0.00593313,0.00533569
2022-10-21,-0.00455145,-0.00518037
2022-10-24,0.00833482,-0.01081609
2022-10-25,-0.00305463,-0.00316730
2022-10-26,0.00091583,0.00264926
2022-10-27,0.00224434,-0.00592843
2022-10-28,-0.01226206,-0.00121514
2022-10-31,-0.00165703,0.00867157
2022-11-01,-0.01549299,-0.00640003
2022-11-02,0.01147460,0.00022478
2022-11-03,-0.01554714,0.00049965
2022-11-04,0.00107872,0.00121288
2022-11-07,-0.00414275,-0.00453819
2022-11-08,-0.01794121,0.00171161
2022-11-09,-0.00530434,0.00481879
2022-11-10,-0.00485707,-0.00400491
2022-11-11,0.00058395,0.00010877
2022-11-14,0.01209510,-0.00133225
2022-11-15,-0.00076015,0.00280535
2022-11-16,0.00725478,-0.00069622
2022-11-17,0.00647345,0.00004248
2022-11-18,0.00362641,-0.00223839
2022-11-21,-0.00970525,0.00315043
2022-11-22,0.00580011,0.00173068
2022-11-23,-0.02515862,0.00174181
2022-11-24,-0.00767918,-0.00556282
2022-11-25,0.00603424,-0.00142569
2022-11-28,0.00024687,-0.00567528
2022-11-29,-0.00576591,-0.00277563
2022-11-30,0.01784601,-0.00162316
2022-12-01,0.00636423,-0.00338004
2022-12-02,-0.00262909,0.00022390
2022-12-05,0.00115543,0.01042572
2022-12-06,-0.00379326,-0.00012738
2022-12-07,-0.00260058,-0.00217326
2022-12-08,0.00681849,-0.00135909
2022-12-09,0.00384411,-0.00629535
2022-12-12,0.00102492,-0.00230334
2022-12-13,0.00281114,0.00299990
2022-12-14,-0.01236221,0.00222987
2022-12-15,-0.01021831,0.00358088
2022-12-16,0.00110035,0.00651141
2022-12-19,0.00852419,-0.00660733
2022-12-20,0.01659688,0.00684241
2022-12-21,-0.01146363,0.01319052
2022-12-22,0.00528713,-0.00545200
2022-12-23,0.00933456,-0.00338714
2022-12-26,-0.00906385,-0.00128082
2022-12-27,-0.01182993,-0.00420177
2022-12-28,0.01264766,-0.00065674
2022-12-29,-0.01341728,-0.00503064
2022-12-30,-0.02362425,0.00803079
2023-01-02,0.00190183,-0.00303115
2023-01-03,0.01280878,-0.00374552
2023-01-04,0.02031361,0.00466520
2023-01-05,-0.02815339,0.00515148
2023-01-06,-0.00472867,0.00326203
2023-01-09,0.02653177,-0.00476226
2023-01-10,-0.02919687,0.00046677
2023-01-11,-0.02511649,-0.00561288
2023-01-12,0.03148038,0.00029838
2023-01-13,-0.04868109,-0.00300293
2023-01-16,-0.02966872,-0.00095937
2023-01-17,-0.02434455,-0.00275434
2023-01-18,-0.01730687,0.00013687
2023-01-19,-0.01435945,0.01060077
2023-01-20,0.01126152,-0.00643229
2023-01-23,0.01922989,-0.00625979
2023-01-24,-0.05177814,0.00237476
2023-01-25,0.02340414,-0.00845171
2023-01-26,0.02411924,-0.00226917
2023-01-27,-0.04260339,0.00130847
2023-01-30,-0.00928691,0.00244441
2023-01-31,0.05561530,-0.00283065
2023-02-01,0.04697678,-0.00482257
2023-02-02,-0.01510157,0.00759579
2023-02-03,-0.06331892,-0.00052156
2023-02-06,-0.06377511,-0.00158816
2023-02-07,0.01412341,-0.00606148
2023-02-08,0.01847616,0.01011303
2023-02-09,0.03891601,-0.00416606
2023-02-10,-0.00692201,0.00346017
2023-02-13,-0.00180628,-0.00529068
2023-02-14,-0.05094725,0.00341943
2023-02-15,-0.03148258,-0.00332472
2023-02-16,0.03858796,-0.00107487
2023-02-17,-0.03728601,0.00242060
2023-02-20,-0.01967454,-0.00764384
2023-02-21,-0.04320732,-0.00003953
2023-02-22,0.02860494,0.00175208
2023-02-23,0.03997982,0.00314611
2023-02-24,-0.05649879,-0.00108190
2023-02-27,-0.02034019,0.00569492
2023-02-28,-0.00127085,0.00368588
2023-03-01,0.04284530,0.00929302
2023-03-02,-0.01387326,-0.00504263
2023-03-03,-0.02475196,-0.00202163
2023-03-06,-0.00240168,-0.00101401
2023-03-07,-0.00187610,-0.00044181
2023-03-08,0.00567760,-0.00076201
2023-03-09,-0.00553791,0.00235308
2023-03-10,0.01270802,-0.00085117
2023-03-13,-0.01947140,-0.00127565
2023-03-14,0.00040908,0.00128857
2023-03-15,0.00831907,-0.00449531
2023-03-16,0.00245894,0.00122092
2023-03-17,-0.00261704,0.00191580
2023-03-20,0.02521402,-0.00006016
2023-03-21,-0.01012942,0.00638137
2023-03-22,-0.00759596,0.00385729
2023-03-23,0.00221965,0.00277372
2023-03-24,0.00229758,0.00001727
2023-03-27,-0.01040422,-0.00215427
2023-03-28,-0.01961982,0.00606621
2023-03-29,-0.00789173,0.00450554
2023-03-30,0.00562970,-0.00137039
2023-03-31,-0.00888765,-0.00158632
2023-04-03,-0.00120901,-0.00118054
2023-04-04,-0.00180572,0.00274520
2023-04-05,-0.00462039,-0.00477628
2023-04-06,-0.00685083,-0.00095490
2023-04-07,-0.00741731,0.00189866
2023-04-10,0.00064096,0.00583257
2023-04-11,0.00965311,0.00704250
2023-04-12,0.00842527,0.00359218
2023-04-13,0.00500087,-0.00298123
2023-04-14,-0.01239459,-0.00304097
2023-04-17,0.01222803,-0.00144692
2023-04-18,0.01472016,-0.00145052
2023-04-19,0.00131739,-0.00122955
2023-04-20,0.00473134,0.00163883
2023-04-21,0.00214326,0.00208408
2023-04-24,-0.00193065,-0.00552374
2023-04-25,0.00298623,-0.00967773
2023-04-26,-0.00199872,0.00624271
2023-04-27,0.00326864,-0.00397005
2023-04-28,-0.01166922,0.00026674
2023-05-01,0.00652268,0.00042473
2023-05-02,0.01802953,0.00093410
2023-05-03,0.01059521,-0.00267834
2023-05-04,0.00362963,0.00207633
2023-05-05,0.01130308,0.00101400
2023-05-08,-0.00329434,0.00547689
2023-05-09,-0.00344318,0.00248468
2023-05-10,0.00193972,-0.00210170
2023-05-11,0.00497311,-0.00226845
2023-05-12,0.00908014,0.00747352
2023-05-15,0.00779072,-0.00512626
2023-05-16,-0.00997793,-0.00344373
2023-05-17,-0.01253229,0.00363796
2023-05-18,0.01723249,0.00376967
2023-05-19,-0.00668534,-0.00270261
2023-05-22,-0.00352401,0.00272083
2023-05-23,-0.00076549,0.00075856
2023-05-24,0.00116957,0.00424917
2023-05-25,-0.00752031,-0.00395115
2023-05-26,-0.00776273,0.00642447
2023-05-29,-0.01039173,0.00710276
2023-05-30,0.00266623,0.00240103
2023-05-31,0.02239169,-0.00033106
2023-06-01,0.00245123,0.00125121
2023-06-02,-0.01065002,0.00301894
2023-06-05,-0.00968438,-0.00294011
2023-06-06,-0.00244990,-0.00232847
2023-06-07,-0.01240062,-0.00666635
2023-06-08,0.01630694,-0.00502094
2023-06-09,0.00734854,-0.00472277
2023-06-12,-0.00767692,-0.00327752
2023-06-13,0.01371743,0.00346562
2023-06-14,-0.00346356,0.00692087
2023-06-15,-0.00336263,-0.00246509
2023-06-16,0.00941264,-0.00422765
2023-06-19,-0.00116931,0.00542957
2023-06-20,0.00122228,-0.00533840
2023-06-21,-0.01588540,-0.00172502
2023-06-22,-0.00631627,0.00434201
2023-06-23,-0.00077117,0.00074964
2023-06-26,0.00576723,0.00077757
2023-06-27,-0.00088760,-0.00270047
2023-06-28,0.00456288,-0.00107186
2023-06-29,-0.00254472,0.00396638
2023-06-30,0.00691266,-0.00808120
2023-07-03,0.00998063,0.00090076
2023-07-04,-0.01604873,0.00186034
2023-07-05,0.00091391,0.01150090
2023-07-06,0.00298550,0.00074410
2023-07-07,0.00452341,-0.00378567
2023-07-10,-0.00863773,-0.00297528
2023-07-11,-0.00195575,0.00149317
2023-07-12,-0.01435916,0.00472572
2023-07-13,-0.00995587,-0.00227255
2023-07-14,0.00305086,-0.00321861
2023-07-17,0.00285853,-0.00010818
2023-07-18,-0.00859815,0.00462899
2023-07-19,0.01334247,-0.00781985
2023-07-20,0.01001129,-0.00050249
2023-07-21,-0.01632511,-0.00187479
2023-07-24,-0.00258801,0.00371218
2023-07-25,-0.00040053,0.00647898
2023-07-26,0.01103894,-0.00089732
2023-07-27,0.00345914,0.00400144
2023-07-28,0.00384067,0.00606924
2023-07-31,-0.00210665,0.00352309
2023-08-01,0.01710760,0.00290951
2023-08-02,-0.00400744,-0.00359154
2023-08-03,-0.00027489,-0.00358050
2023-08-04,-0.00053595,0.00281060
2023-08-07,0.00293331,0.00476402
2023-08-08,0.01047779,0.00242588
2023-08-09,0.00028206,-0.00964210
2023-08-10,0.02028789,-0.00088829
2023-08-11,-0.01102018,0.00037082
2023-08-14,-0.00056756,-0.00628911
2023-08-15,-0.00566180,-0.00059481
2023-08-16,0.00122960,0.00099178
2023-08-17,0.00591482,0.00151800
2023-08-18,-0.01039822,-0.00205334
2023-08-21,-0.00356119,-0.00666732
2023-08-22,-0.00011668,0.00681891
2023-08-23,0.00862070,0.00078921
2023-08-24,-0.01595862,-0.00311566
2023-08-25,0.00528908,-0.00542309
2023-08-28,-0.00713004,-0.00338490
2023-08-29,0.00427985,0.00241436
2023-08-30,-0.01071076,0.00080208
2023-08-31,-0.00467577,-0.00749122
2023-09-01,0.00256442,0.00038013
2023-09-04,-0.00579868,0.00241090
2023-09-05,0.01173633,0.00096284
2023-09-06,-0.00411302,0.00290228
2023-09-07,0.01361984,0.00204352
2023-09-08,-0.00576299,0.00470776
