date,equity,credit,gold,utilities
2021-06-08,0.00008758,0.00067347,0.00635926,0.00255070
2021-06-09,-0.01684788,-0.00537548,-0.00830849,-0.00427750
2021-06-10,0.01302246,-0.00481231,-0.00617621,0.01311989
2021-06-11,-0.00477620,-0.00093382,-0.01094742,-0.00507383
2021-06-14,0.01387347,0.00541546,0.01686071,0.00761714
2021-06-15,0.01206345,0.00401338,-0.00512488,0.01059417
2021-06-16,0.00076294,-0.00235322,0.00126045,0.00559738
2021-06-17,-0.01369939,-0.00849995,0.01353528,-0.00224966
2021-06-18,-0.00019056,-0.01244383,-0.00506242,0.00009625
2021-06-21,-0.00424426,-0.00637263,0.01702822,0.00695193
2021-06-22,0.01933516,0.00447194,-0.01892034,0.02148105
2021-06-23,0.01522694,0.00430516,0.00439339,0.00391319
2021-06-24,0.00202041,0.00154807,-0.01241450,0.00138000
2021-06-25,0.00588761,-0.00199400,0.01105948,-0.00221033
2021-06-28,-0.00206380,-0.00523590,0.00318369,-0.00238547
2021-06-29,-0.01781434,0.00082867,-0.01261120,0.00245789
2021-06-30,0.00698870,0.00745001,0.01646103,0.00094627
2021-07-01,0.00847960,0.00443452,0.01328595,-0.00547778
2021-07-02,0.00605211,-0.00463203,-0.00619244,0.00812251
2021-07-05,0.00834147,-0.00092383,-0.02585669,0.00018859
2021-07-06,-0.00876848,0.00481793,0.00719318,-0.00091395
2021-07-07,0.00462242,-0.00718098,-0.00012325,0.00420915
2021-07-08,0.01252464,-0.00743145,0.00360739,0.00686413
2021-07-09,0.03092043,0.01108922,-0.00969720,0.01564381
2021-07-12,0.00364161,-0.00182457,-0.01526532,0.00499593
2021-07-13,-0.01373642,-0.00935275,-0.00647845,-0.00088144
2021-07-14,-0.00078831,0.00369991,0.00446677,0.00533213
2021-07-15,-0.01044917,-0.00744357,-0.02014689,-0.01552770
2021-07-16,0.01037112,-0.00313698,-0.01171619,-0.00639907
2021-07-19,0.02046693,0.00895300,0.00986598,0.00684380
2021-07-20,-0.01438897,-0.00181339,0.00884107,-0.00669933
2021-07-21,-0.00964923,0.00851899,-0.00817049,0.00428628
2021-07-22,-0.00137737,-0.00528123,0.00977108,-0.00378079
2021-07-23,0.00291656,0.00668241,-0.00885843,-0.00034108
2021-07-26,-0.00111483,0.00119084,-0.00550906,0.00256388
2021-07-27,0.01490184,0.00839804,-0.00536153,0.00031229
2021-07-28,-0.00972638,-0.01551388,-0.00012548,-0.01522286
2021-07-29,-0.02394216,-0.00729613,0.00503501,-0.01148336
2021-07-30,-0.00443100,-0.00491603,-0.01663466,-0.00402130
2021-08-02,-0.00484069,-0.00546203,-0.00420475,-0.00638102
2021-08-03,0.00768353,-0.00603656,-0.01726134,0.00735231
2021-08-04,0.01917021,0.01178495,0.00193268,0.01112998
2021-08-05,-0.02067271,-0.01634281,0.01298341,-0.01641437
2021-08-06,0.01576963,0.00744716,0.00125085,0.01019631
2021-08-09,0.01963355,0.01095166,0.01658053,0.00370765
2021-08-10,0.01654017,0.00745319,-0.02313535,0.00370175
2021-08-11,0.02340654,0.00506323,0.00039653,0.00836860
2021-08-12,-0.00842919,-0.00111033,0.00487781,-0.00443551
2021-08-13,0.00653710,0.00034342,-0.00673021,0.01080820
2021-08-16,-0.00053626,0.01887895,-0.00105352,0.00873550
2021-08-17,-0.00271830,0.00664715,0.00347561,-0.00614332
2021-08-18,-0.00222806,-0.00529952,-0.00303225,0.00239145
2021-08-19,0.00628743,0.00691237,0.00921865,0.00497835
2021-08-20,0.00183871,-0.00379482,-0.00861979,0.01121367
2021-08-23,-0.01306563,-0.00561147,-0.00086430,-0.00168157
2021-08-24,0.00647225,-0.00318996,-0.01722743,-0.00068108
2021-08-25,0.00387049,-0.00674314,0.00270848,0.00169256
2021-08-26,-0.02477579,-0.01000890,0.01105181,-0.00219115
2021-08-27,-0.02312307,-0.00332490,0.00797338,-0.01136249
2021-08-30,-0.00089056,0.00320489,-0.00630014,-0.00079695
2021-08-31,0.00818332,0.00294496,-0.00803626,0.00072139
2021-09-01,-0.01512540,0.00035463,-0.00819705,0.00477933
2021-09-02,0.01551185,0.01018413,-0.00359105,0.01182312
2021-09-03,-0.01964731,-0.01009629,0.00679647,-0.02319288
2021-09-06,0.00483884,0.00315951,-0.00655628,-0.00307858
2021-09-07,0.01594954,0.00353021,0.00200147,0.00637621
2021-09-08,-0.01376932,-0.00642513,0.01027274,-0.01316635
2021-09-09,-0.00313967,0.00317345,-0.00840648,-0.00221592
2021-09-10,0.00416781,0.00209488,-0.01272277,-0.00088714
2021-09-13,0.01248138,0.00145948,-0.00505192,0.00690595
2021-09-14,0.01837366,0.00046357,0.00581717,0.00702005
2021-09-15,-0.00821686,-0.00412705,0.00026572,0.01679173
2021-09-16,-0.02378881,-0.00471496,0.00754598,-0.01821552
2021-09-17,-0.01217429,0.01072512,0.01861013,-0.00247399
2021-09-20,-0.03329490,-0.00796255,-0.00524127,-0.01779911
2021-09-21,0.00851233,-0.00247788,0.00743465,-0.00379328
2021-09-22,0.00349515,0.00362038,-0.00844164,-0.00408822
2021-09-23,-0.01792876,-0.00543993,-0.00597385,0.00710834
2021-09-24,0.00431088,0.00269012,-0.00213702,0.00897124
2021-09-27,0.00948384,-0.00113234,-0.00964211,0.00738007
2021-09-28,-0.01748475,-0.00609802,-0.00213127,-0.00548870
2021-09-29,-0.02491555,-0.00712434,0.00835245,-0.01202719
2021-09-30,-0.02054268,-0.01404800,-0.01136833,-0.01699342
2021-10-01,0.01808760,0.01378809,-0.02580667,0.00686189
2021-10-04,0.01072792,0.01123531,-0.01938070,0.01855706
2021-10-05,0.00977642,0.00403788,0.00281535,0.00754360
2021-10-06,0.02181920,0.01176963,-0.01372950,0.02531784
2021-10-07,0.01539805,-0.00012634,-0.00566632,0.00136174
2021-10-08,0.00101436,0.00211261,-0.01172526,0.01370549
2021-10-11,-0.00823680,-0.00005910,-0.00921530,0.00866109
2021-10-12,0.02285786,0.00115273,-0.01816752,0.01170281
2021-10-13,0.00698345,0.01115005,-0.00335057,0.00635461
2021-10-14,-0.01919095,-0.00788997,-0.00741676,-0.00709431
2021-10-15,0.01118635,0.00995844,-0.01754355,0.01341088
2021-10-18,-0.00866070,-0.00332129,-0.01187674,-0.00583646
2021-10-19,-0.00141249,0.00322632,0.00654089,-0.00302896
2021-10-20,0.00809997,0.01367601,-0.00469205,0.01931130
2021-10-21,0.00457511,0.00305942,-0.00111343,-0.00995361
2021-10-22,0.02091159,0.00657388,0.00619785,0.01451511
2021-10-25,0.00899935,-0.00583201,0.00477309,-0.01459194
2021-10-26,0.02084203,0.00460763,0.01168465,0.00518315
2021-10-27,0.01839891,0.01264487,0.00257370,0.01809263
2021-10-28,-0.00782053,-0.00098649,0.01769181,0.00044826
2021-10-29,-0.02931133,-0.00695598,0.00267845,-0.00894311
2021-11-01,-0.02229386,-0.01412532,0.00859815,-0.01909726
2021-11-02,-0.01305554,-0.00701824,-0.00717127,-0.00357015
2021-11-03,-0.01970463,-0.00809026,-0.00162640,-0.00696420
2021-11-04,0.01311764,0.01505445,0.00654146,0.00374090
2021-11-05,0.00228876,-0.00516314,0.00288920,-0.00495100
2021-11-08,-0.00873887,-0.00359560,-0.00742706,-0.00554192
2021-11-09,0.02289293,0.00144066,0.00290231,0.02187931
2021-11-10,-0.01093305,-0.00995043,0.00729276,-0.01376045
2021-11-11,0.02661066,0.00449832,-0.00489532,0.03014733
2021-11-12,-0.00357384,-0.01089087,0.00045722,-0.01375219
2021-11-15,0.00237781,0.00739406,-0.01067785,-0.00564185
2021-11-16,0.00049741,0.00470055,-0.02032858,-0.00281291
2021-11-17,0.01226617,-0.01038310,0.01311125,0.00010701
2021-11-18,-0.00057477,-0.00010348,-0.00224296,-0.00428176
2021-11-19,0.01164149,0.00560411,-0.00663820,0.00561287
2021-11-22,0.01798993,0.00741468,0.01308218,0.00733583
2021-11-23,-0.01893956,-0.01016242,0.01678922,-0.00682515
2021-11-24,-0.00048822,-0.00345569,-0.00050752,-0.01281397
2021-11-25,0.00167756,0.00690597,0.00334250,0.00211181
2021-11-26,-0.02044517,-0.00946252,0.01200290,-0.01149673
2021-11-29,-0.01105715,-0.01076955,-0.00129792,-0.00130274
2021-11-30,-0.00016387,0.01881631,-0.00086607,0.00277295
2021-12-01,0.01977696,0.00778116,-0.00715450,0.00805607
2021-12-02,0.01457492,0.00552674,0.01024983,-0.00102777
2021-12-03,0.00575159,-0.00296097,0.00014860,0.00376698
2021-12-06,-0.00547161,-0.00646455,0.00488470,-0.01294625
2021-12-07,0.01270406,0.00474907,-0.00222917,0.01591783
2021-12-08,-0.00685785,-0.00448078,0.01108164,0.00831646
2021-12-09,-0.00268273,0.00945172,-0.02097947,0.00379009
2021-12-10,-0.01626406,-0.00894448,-0.00249661,-0.00172967
2021-12-13,0.02747288,0.01545100,-0.00882597,0.00420693
2021-12-14,-0.00506550,-0.00719590,0.01146838,-0.01156679
2021-12-15,0.00888712,-0.00654886,0.01668832,-0.00448787
2021-12-16,0.02322778,0.00643781,-0.00139786,0.00370001
2021-12-17,0.03040347,0.00365084,-0.00434440,0.01518344
2021-12-20,0.00341324,0.00576984,0.01457074,0.01249973
2021-12-21,0.00046017,0.00040070,0.01803573,0.00582145
2021-12-22,-0.00651674,-0.00553145,0.00495710,0.01265863
2021-12-23,0.00447921,0.00331199,-0.00338436,0.00546624
2021-12-24,0.00629444,0.00151878,0.00376212,0.00266899
2021-12-27,0.02025337,0.00987329,-0.02408281,0.00337365
2021-12-28,0.01326031,0.01108760,-0.01977475,0.00600015
2021-12-29,-0.00268320,0.00268012,-0.02119985,0.00309664
2021-12-30,-0.00696049,-0.01033382,-0.00853210,-0.01272083
2021-12-31,-0.03528373,-0.00535139,0.01066685,-0.01248995
2022-01-03,-0.01361740,-0.00357958,-0.00410467,-0.00745788
2022-01-04,-0.02680113,-0.01172982,0.00884943,-0.01863010
2022-01-05,0.01713897,0.00913638,0.00417128,0.01112059
2022-01-06,-0.00402641,0.00115491,0.00453596,-0.00546721
2022-01-07,-0.00070196,-0.00068478,0.00434967,0.00431303
2022-01-10,0.01419413,0.01107249,-0.00266192,0.01362091
2022-01-11,0.02126591,0.00522253,-0.01352451,0.01575276
2022-01-12,0.01707059,0.01074098,0.00668548,0.01163897
2022-01-13,0.01410344,0.00102096,-0.00283027,0.02068384
2022-01-14,-0.01620112,-0.00225776,0.00276311,-0.00256662
2022-01-17,-0.01692898,-0.01117857,0.01221781,-0.01307376
2022-01-18,-0.00392549,-0.00876846,-0.00206788,-0.00333655
2022-01-19,0.03032337,0.01117526,0.00552530,0.02603158
2022-01-20,0.00906135,-0.00057833,0.00383188,0.00372289
2022-01-21,-0.02875524,-0.00617256,-0.01188008,-0.00493776
2022-01-24,0.01263017,0.00622740,-0.02234609,0.00763363
2022-01-25,0.00430690,0.00261269,0.00980461,-0.02094783
2022-01-26,-0.01853387,-0.00326632,0.01468088,-0.00213900
2022-01-27,0.00220430,-0.00041356,-0.01892801,-0.00144134
2022-01-28,0.01187977,-0.00177082,0.01423509,0.01285491
2022-01-31,0.00482179,-0.01243817,-0.00248562,0.00300363
2022-02-01,-0.01564911,-0.00750826,-0.00145231,-0.01109279
2022-02-02,0.00628135,0.00451948,0.00384111,0.00901615
2022-02-03,-0.00910343,-0.00372659,-0.00472606,-0.02026816
2022-02-04,0.02039363,0.00661603,-0.02215130,0.00132787
2022-02-07,-0.02467270,-0.01090674,0.00256956,-0.01235950
2022-02-08,0.00575201,0.00574642,0.00573474,-0.00729359
2022-02-09,-0.01114019,-0.00151529,0.01171636,-0.00404488
2022-02-10,0.00210489,-0.00532320,0.00223225,-0.01753113
2022-02-11,-0.03652383,-0.02087938,0.00343102,-0.01761262
2022-02-14,-0.02315699,-0.01517488,0.01010207,-0.00877174
2022-02-15,-0.01203596,-0.00532552,0.00110806,-0.02066245
2022-02-16,-0.01393851,-0.00042194,-0.00241269,-0.00634425
2022-02-17,0.01047592,0.00446194,-0.00592637,0.01470331
2022-02-18,0.01073937,0.00835981,-0.00463656,-0.00413039
2022-02-21,0.02194425,0.00462679,-0.01252851,0.01057081
2022-02-22,0.01174347,0.00438540,0.00070843,0.01676114
2022-02-23,0.02566641,0.01221608,0.01189032,0.00129848
2022-02-24,0.01271365,0.00200467,0.01596259,0.00415247
2022-02-25,0.00698891,-0.00443811,0.00965905,0.00863572
2022-02-28,-0.00391100,-0.00670934,-0.00763460,-0.01065308
2022-03-01,-0.01483310,-0.00896297,-0.00658003,-0.00515679
2022-03-02,-0.00549295,-0.00185397,-0.01299430,-0.01219513
2022-03-03,0.00818077,0.00427251,0.00089002,-0.00191198
2022-03-04,-0.01235213,-0.00893251,0.00847885,-0.01615295
2022-03-07,-0.00059122,0.00413054,-0.01562986,0.00417410
2022-03-08,0.01987197,0.00859038,0.00041822,0.02174510
2022-03-09,0.00141322,-0.00214134,-0.00353259,-0.00086168
2022-03-10,-0.03118402,-0.01981398,-0.00346089,-0.00740123
2022-03-11,-0.01418824,-0.00891112,-0.00418749,-0.00595803
2022-03-14,-0.01062116,-0.00546718,0.00702546,0.00761455
2022-03-15,0.02619220,0.01675285,0.01312529,0.01235556
2022-03-16,0.00500318,0.00416274,-0.00247747,0.00425457
2022-03-17,-0.01324260,0.00548877,-0.00648874,0.01345379
2022-03-18,0.01439313,0.00055913,0.00281417,0.00480703
2022-03-21,0.02889950,-0.00187971,-0.00043829,0.00891523
2022-03-22,-0.01566259,-0.00697003,0.01218445,-0.00841024
2022-03-23,0.00452866,-0.00264521,-0.00946456,-0.00333390
2022-03-24,0.02175081,0.00527560,-0.00626886,0.00283822
2022-03-25,0.02276640,0.00450168,-0.00313610,0.00630798
2022-03-28,0.00090141,0.00699687,0.00312042,-0.00157281
2022-03-29,0.00562620,-0.00340466,0.01705662,0.00187740
2022-03-30,-0.00861793,-0.00099402,0.00346245,0.00018206
2022-03-31,-0.00552659,0.00300096,0.00808826,-0.00848423
2022-04-01,0.01378915,0.00963500,0.00516334,-0.00233254
2022-04-04,0.00720344,0.01384257,-0.00509823,0.00261719
2022-04-05,0.01345118,0.00275245,0.01274304,-0.00327716
2022-04-06,0.01608900,-0.00316433,-0.00343507,0.01141226
2022-04-07,0.01349541,0.00245500,0.00178789,0.00269313
2022-04-08,0.00372721,-0.00248618,0.00421853,0.00358451
2022-04-11,-0.00108696,-0.00203216,-0.00074853,0.00897714
2022-04-12,-0.00557271,-0.00107926,-0.00249077,0.00500152
2022-04-13,0.00603141,0.00272895,-0.00402289,-0.00912667
2022-04-14,0.00346357,-0.00361700,0.00409931,-0.00135439
2022-04-15,0.01779072,-0.00515393,0.00170831,-0.00816124
2022-04-18,0.00156058,0.00098421,-0.02375176,0.01072665
2022-04-19,-0.00466700,0.00474030,-0.00455766,0.00626015
2022-04-20,-0.00228656,0.00628122,0.00578104,0.01519376
2022-04-21,-0.00096875,-0.00425757,-0.00395790,0.00263175
2022-04-22,0.01031766,0.00632593,-0.00922783,0.00666293
2022-04-25,0.00002417,0.00519380,0.00845396,0.00094581
2022-04-26,0.00821530,-0.00231294,0.00404615,-0.00098803
2022-04-27,-0.00057940,-0.00732993,0.00882442,0.00075179
2022-04-28,-0.00138654,-0.01007325,-0.00005709,-0.00347687
2022-04-29,-0.01874661,-0.00636489,0.00822065,-0.00723007
2022-05-02,0.02056216,0.01253516,-0.00548469,0.02681065
2022-05-03,0.00626909,0.00208911,-0.01180667,0.00731455
2022-05-04,0.01499633,0.00337561,0.01803129,0.00534413
2022-05-05,0.00902763,-0.00540422,-0.00175839,-0.00759814
2022-05-06,0.01560164,0.00261294,-0.01256560,0.00383668
2022-05-09,-0.00524879,0.00072597,-0.00578596,0.00473114
2022-05-10,-0.00334819,0.00053486,-0.00951428,0.00206181
2022-05-11,0.01980385,0.00860416,0.00183344,0.01150347
2022-05-12,0.02849210,0.01277993,-0.00053665,0.01784836
2022-05-13,-0.01938076,-0.00421946,0.00454643,-0.00233592
2022-05-16,-0.01084340,-0.00934347,-0.01999413,-0.01212157
2022-05-17,-0.00059195,0.00795222,-0.01099464,-0.00200004
2022-05-18,-0.00287249,0.00175032,-0.00154357,0.00152826
2022-05-19,-0.00545096,0.00170284,-0.00719272,0.01199459
2022-05-20,-0.00924175,-0.00198139,0.00468170,-0.01382752
2022-05-23,-0.00712119,-0.00672406,-0.01910296,-0.00409288
2022-05-24,0.02193589,0.00815857,-0.00048744,0.00354449
2022-05-25,-0.01481105,-0.00390969,0.00763628,-0.01997222
2022-05-26,0.00623528,0.00530210,0.00223002,0.01476885
2022-05-27,-0.00547761,0.00443712,0.00146084,0.00654102
2022-05-30,0.01274926,0.01061307,0.01305260,-0.00295462
2022-05-31,0.01232326,-0.00282111,0.01379775,0.00385088
2022-06-01,-0.01157720,0.00609714,-0.00706527,-0.00438093
2022-06-02,-0.01482753,-0.01050324,0.01370424,-0.01504110
2022-06-03,0.00979378,0.00692837,-0.00542994,0.00763927
2022-06-06,0.00565306,0.00742059,0.00293439,0.00237167
2022-06-07,0.01237129,0.00465134,0.00840666,0.01207346
2022-06-08,-0.01457786,-0.01010543,-0.00739527,-0.01697207
2022-06-09,0.00106504,0.00771230,-0.00607698,0.00672663
2022-06-10,-0.01573278,-0.00496725,-0.01245995,-0.00455489
2022-06-13,0.00097445,0.00182055,0.00150436,0.00089222
2022-06-14,-0.01687020,0.01027472,-0.00827617,-0.00250135
2022-06-15,-0.00581035,-0.00684539,0.01441620,0.00794032
2022-06-16,0.02063462,0.00767996,0.01191737,0.01416050
2022-06-17,0.02019131,0.00761041,0.00192862,-0.00255125
2022-06-20,0.02302585,0.01206519,0.00247745,0.01888905
2022-06-21,0.00795692,0.00212606,0.01215129,0.00191475
2022-06-22,-0.00107838,-0.00095214,0.00789516,-0.00691802
2022-06-23,0.00392366,0.00351129,-0.00157578,-0.00077619
2022-06-24,-0.02319540,-0.00800741,-0.00234769,-0.00676960
2022-06-27,-0.01210869,-0.00644206,0.01584414,-0.00486040
2022-06-28,-0.01242708,0.00020717,0.00609549,-0.00379498
2022-06-29,0.02146441,0.01109710,0.00448081,0.01242570
2022-06-30,-0.01948611,-0.00545476,0.01341308,-0.00298316
2022-07-01,-0.02964017,-0.01025240,0.00661009,-0.01494601
2022-07-04,0.00553304,-0.00123128,0.01114608,0.00168546
2022-07-05,0.00772586,0.00466044,-0.00960969,0.00883930
2022-07-06,-0.01683971,-0.01018388,-0.01504043,0.00060325
2022-07-07,-0.00064246,0.00359767,-0.01107963,-0.00887142
2022-07-08,0.02732212,0.01302318,-0.00788983,0.02152387
2022-07-11,0.01701620,0.00636515,-0.01008754,0.00906814
2022-07-12,-0.00913443,-0.01193065,0.01258811,0.00063574
2022-07-13,0.00459942,-0.00501766,0.00945897,0.00522052
2022-07-14,-0.00368769,-0.01224983,0.00642575,-0.01950102
2022-07-15,0.00800007,0.00088749,-0.00763133,0.00563633
2022-07-18,0.00536833,-0.00194123,-0.00643262,-0.00845763
2022-07-19,-0.00035260,0.00269162,0.00721803,0.00870748
2022-07-20,0.01894830,0.01434740,0.00307255,0.01498074
2022-07-21,-0.00882929,-0.00096086,0.00086009,-0.00117094
2022-07-22,0.00925605,0.00795549,0.00070739,-0.00159487
2022-07-25,0.02938432,0.00903268,-0.01900954,0.01495517
2022-07-26,0.01874157,0.00567382,0.00231847,0.00637089
2022-07-27,-0.00293495,-0.00622267,-0.00118728,0.00495251
2022-07-28,0.00156560,0.00901454,0.01722053,0.00731369
2022-07-29,-0.01367364,-0.00880530,-0.00146700,-0.00306140
2022-08-01,-0.00816925,0.00057806,-0.00620681,-0.00782321
2022-08-02,0.00559813,0.00713600,0.00782006,0.00966889
2022-08-03,-0.01221295,0.00694636,0.01139950,0.00254129
2022-08-04,-0.00234014,-0.00508789,0.00708547,-0.00407799
2022-08-05,-0.02596090,-0.00280428,0.01159151,-0.01516769
2022-08-08,0.01723830,0.00779128,-0.00784435,0.00386385
2022-08-09,0.01687620,0.00972270,-0.01302213,0.01508305
2022-08-10,0.00640338,-0.00424667,0.02366325,0.01020149
2022-08-11,-0.00642530,0.00318833,0.00915755,-0.00491232
2022-08-12,-0.00028984,0.00682063,-0.00806846,0.00811702
2022-08-15,0.00986173,0.00793063,-0.00612689,0.00750750
2022-08-16,-0.00600355,0.00038700,0.01009280,-0.00594296
2022-08-17,-0.01849918,-0.01146056,0.00187646,-0.01578922
2022-08-18,-0.01287537,-0.00599973,0.01778199,-0.01808941
